year,month,gainer,gaintype,procedur,entity,contgain,area,pop,portion,loser,losetype,contlose,entry,exit,number,indep,conflict,version,agreement,dyad,rivnumb,rivalry,totdisp,rivtyp2,rivtypold,ps,rivals,begin,conttype,col.conttype,any.cont,cap_gainer,pop_gainer,cap_loser,pop_loser,caprat,polity.gainer,polity.loser,joint.dem,settle,new.border.settle1,new.border.settle5,tenure.loser,tenure.gainer,simul.transfers,prev.transfers,flow1,flow2,flow1.lag1,flow2.lag1,flow1.lead1,flow2.lead1,gainer_loser_lead3,loser_gainer_lead3,gainer_loser_lead5,loser_gainer_lead5,gainer_loser_lag3,loser_gainer_lag3,gainer_loser_lag5,loser_gainer_lag5,agg_lead3,agg_lead5,agg_lag3,agg_lag5,kmdist,gdp.loser,gdp.gainer,agg_pop,agg_gdp,fta,gatt1,gatt2,comlang,comcol,colony,curcol,currencyu,joint.gatt.any,joint.gatt.formal
1928.0,1,385.0,0,3,9993,0,48.0,0,1,200.0,0,0,0,0,556,0,0,4.01,1.0,200385.0,NA,NA,NA,NA,NA,0.5,0.0,1905.0,5.0,0.0,1.0,0.0015059,2778e3,0.0830257,45578e3,55.13360780928348,10.0,10.0,1.0,NA,0.0,0.0,4.0,0.0,1,0.0,55.75,52.63,60.73,51.84,65.85,59.13,54.20333333333333,NA,42.58,NA,57.49,46.07666666666667,54.188,47.664,NA,NA,103.56666666666666,95.328,1114,420198.9572860001,14849.123250912146,48356e3,435048.0805369122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850.0,8,200.0,0,3,452,0,40.0,40000,0,390.0,0,0,0,0,109,0,0,4.01,1.0,200390.0,NA,NA,NA,NA,NA,NA,0.0,1816.0,5.0,2.0,1.0,0.3041713,27524e3,0.0050505,2336e3,0.01660413063296899,3.0,2.0,0.0,NA,0.0,0.0,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,7104.50843495664,110369.31332,2986e4,117473.82175495665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911.0,NA,200.0,0,3,450,0,800.0,NA,0,450.0,1,1,0,0,433,0,0,4.01,1.0,200450.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1184512,45286e3,NA,NA,NA,8.0,-6.0,0.0,NA,NA,NA,7.0,3.0,2,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5105,NA,366998.50382401026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911.0,NA,450.0,1,3,451,1,800.0,NA,0,200.0,0,0,0,0,436,0,0,4.01,1.0,200450.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,NA,NA,0.1184512,45286e3,NA,-6.0,8.0,0.0,NA,NA,NA,3.0,7.0,2,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5105,366998.50382401026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957.0,3,452.0,1,5,462,1,33776.0,429000,1,200.0,0,0,0,0,679,0,0,4.01,0.0,200452.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,5.0,1.0,6.097e-4,6159e3,0.0473189,51632e3,77.61013613252419,NA,10.0,NA,NA,NA,NA,0.0,5.0,1,0.0,54.9,114.1,NA,NA,66.2,102.6,63.766666666666666,120.83333333333333,62.96,124.11999999999999,NA,NA,NA,NA,184.6,187.07999999999998,NA,NA,5112,622461.25,12006.50390625,57791e3,634467.75390625,0.0,orig,art26:5,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1961.0,2,471.0,1,5,472,1,42945.0,840000,0,200.0,0,0,0,0,711,0,0,4.01,0.0,200471.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,3.937e-4,5401e3,0.0400909,52807e3,101.83108966217932,-6.0,10.0,0.0,NA,0.0,NA,4.0,1.0,1,0.0,23.0,2.6,1.3,2.0,18.7,2.5,15.933333333333334,2.3,12.48,2.36,NA,NA,NA,NA,18.233333333333334,14.84,NA,NA,5434,685483.8125,11444.8984375,58208e3,696928.7109375,0.0,orig,df,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1961.0,2,475.0,1,5,472,1,45325.0,NA,0,200.0,0,0,0,0,712,0,0,4.01,0.0,200475.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,0.0,0.0,0.0041199,43515e3,0.0400909,52807e3,9.731037161096143,8.0,10.0,1.0,NA,0.0,NA,4.0,1.0,1,0.0,218.8,238.5,227.2,255.9,205.3,206.7,223.9,208.46666666666667,260.66,215.4,NA,NA,NA,NA,432.3666666666667,476.06000000000006,NA,NA,5009,685483.8125,106273.0,96322e3,791756.8125,0.0,orig,art26:5,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1887.0,5,200.0,0,3,501,0,7020.0,NA,0,511.0,1,1,0,0,299,0,0,4.01,1.0,200511.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1946572,36598e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,1.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7368,NA,233873.38469000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889.0,NA,200.0,0,3,520,0,1e4,NA,0,511.0,1,0,0,0,317,0,0,4.01,1.0,200511.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1892983,37178e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,3.0,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7368,NA,257454.006948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890.0,6,200.0,0,2,511,0,2642.0,150000,1,511.0,1,NA,0,0,324,0,0,4.01,0.0,200511.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1794749,37485e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,1,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7368,NA,258613.709682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960.0,7,520.0,1,5,521,1,176120.0,650000,1,200.0,0,0,0,0,707,0,0,4.01,0.0,200520.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,4.0,1.0,2.528e-4,3785e3,0.0423343,52372e3,167.46162974683543,7.0,10.0,1.0,NA,NA,NA,3.0,0.0,1,0.0,0.2,2.5,NA,NA,0.1,2.2,0.23333333333333334,3.1,0.18000000000000002,3.88,NA,NA,NA,NA,3.3333333333333335,4.06,NA,NA,6884,671028.25,5456552.86704,56157e3,6127581.11704,0.0,orig,out,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1897.0,NA,200.0,0,3,530,0,20720.0,NA,0,530.0,1,1,0,0,362,0,0,4.01,1.0,200530.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1658213,39987e3,NA,NA,NA,7.0,4.0,0.0,NA,NA,NA,8.0,2.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5844,NA,293404.7917020001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902.0,5,200.0,0,3,530,0,292500.0,NA,0,530.0,1,1,0,0,396,0,0,4.01,1.0,200530.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,1.0,1.0,0.1612536,41893e3,0.0065633,8009e3,0.04070172696919635,8.0,4.0,0.0,NA,0.0,NA,13.0,0.0,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5844,NA,326263.0358320001,49902e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843.0,5,200.0,0,1,562,0,46620.0,121068,1,562.0,1,NA,0,0,88,0,1,4.01,0.0,200562.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2985971,27256e3,NA,NA,NA,3.0,NA,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116227.61261222884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877.0,4,200.0,0,2,563,0,285363.0,815000,1,563.0,1,NA,0,0,230,0,0,4.01,0.0,200563.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2332203,33576e3,NA,NA,NA,3.0,NA,0.0,NA,NA,NA,NA,3.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8897,NA,197922.59993600004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884.0,2,200.0,0,3,563,0,19500.0,NA,0,563.0,1,1,0,0,266,0,0,4.01,1.0,200563.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2080532,35724e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8897,NA,222662.92492800002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893.0,11,563.0,1,3,572,1,17363.0,55000,1,200.0,0,0,0,0,344,0,0,4.01,1.0,200563.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,NA,NA,0.1703931,3849e4,NA,NA,7.0,NA,NA,NA,NA,1.0,NA,1,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8897,252428.62843399998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902.0,5,200.0,0,1,563,0,286065.0,1000000,1,563.0,1,NA,0,0,397,0,1,4.01,0.0,200563.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1612536,41893e3,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,0.0,1,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8897,NA,326263.0358320001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902.0,5,200.0,0,1,564,0,129153.0,200000,1,564.0,1,NA,0,0,398,0,1,4.01,0.0,200564.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1612536,41893e3,NA,NA,NA,8.0,4.0,0.0,NA,NA,NA,0.0,0.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9267,NA,326263.0358320001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868.0,12,200.0,0,2,570,0,21885.0,127700,1,570.0,1,NA,0,0,196,0,0,4.01,0.0,200570.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2531005,3069e4,NA,NA,NA,3.0,NA,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9283,NA,160387.42748743718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890.0,NA,200.0,0,2,572,0,17363.0,55000,1,572.0,1,NA,0,0,326,0,0,4.01,0.0,200572.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1794749,37485e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9089,NA,258613.709682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976.0,6,591.0,0,3,5920,1,27.0,NA,0,200.0,0,0,0,0,806,0,0,4.01,1.0,200591.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,0.0,0.0,2.53e-6,61e3,0.0269635,56216e3,10657.509881422926,NA,10.0,NA,NA,NA,NA,0.0,NA,1,0.0,0.3,11.6,NA,NA,0.4,12.4,0.6,15.3,1.3,17.42,NA,NA,NA,NA,15.9,18.720000000000002,NA,NA,8109,1005152.0625,500387.67937,56277e3,1505539.74187,0.0,orig,df,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1899.0,12,200.0,0,1,625,0,2505823.0,2000000,1,625.0,1,NA,0,0,385,0,1,4.01,0.0,200625.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1686449,40774e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4939,NA,320472.38188589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878.0,12,200.0,0,3,352,0,9251.0,186084,1,640.0,1,1,0,0,233,0,0,4.01,1.0,200640.0,459,200640,14,RIVALRY,ENDURING,NA,1.0,NA,0.0,1.0,1.0,0.2282531,33943e3,0.0266848,34409e3,0.1169088174487006,3.0,-10.0,0.0,NA,0.0,0.0,2.0,4.0,1,0.0,10.71,42.1,17.39,14.75,4.72,20.2,23.486666666666668,9.016666666666667,20.828,9.35,19.943333333333335,23.863333333333333,26.762,21.201999999999998,32.50333333333334,30.177999999999997,43.80666666666667,42.403999999999996,2855,NA,198760.147831774,68352e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898.0,11,200.0,0,1,351,0,8614.0,294190,1,640.0,1,0,0,0,377,0,1,4.01,0.0,200640.0,459,200640,14,RIVALRY,ENDURING,NA,1.0,NA,0.0,1.0,1.0,0.1574313,40381e3,0.0202468,27768e3,0.12860720835056308,7.0,-10.0,0.0,NA,0.0,0.0,22.0,3.0,1,1.0,23.49,29.45,29.73,31.22,23.69,25.25,27.34,26.136666666666667,27.556,27.254,31.636666666666667,27.763333333333335,35.032,21.892,53.47666666666667,54.81,59.400000000000006,43.784,2855,NA,307707.79208799993,68149e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906.0,5,200.0,0,3,666,0,1.0,NA,0,640.0,1,1,0,0,417,0,0,4.01,1.0,200640.0,459,200640,14,RIVALRY,ENDURING,0.0,1.0,NA,0.0,1.0,1.0,0.123381,4336e4,0.0177482,28922e3,0.14384872873457014,8.0,-10.0,0.0,NA,0.0,0.0,30.0,1.0,1,2.0,29.41,39.47,26.86,32.55,29.51,36.98,31.45,26.523333333333333,34.309999999999995,25.738,31.57,27.713333333333335,31.291999999999998,28.04,57.97333333333333,60.047999999999995,59.28333333333333,56.08,2855,NA,345583.4446341072,72282e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920.0,3,200.0,0,6,666,0,23310.0,757182,1,640.0,1,0,0,0,498,0,0,4.01,0.0,200640.0,459,200640,14,RIVALRY,ENDURING,0.0,1.0,NA,0.0,1.0,1.0,0.1276359,46472e3,0.0052216,12569e3,0.04091012011510868,8.0,NA,NA,NA,0.0,0.0,2.0,4.0,3,3.0,42.79,138.65,NA,NA,11.9,24.69,19.86,12.53,19.68,11.466,NA,NA,NA,NA,32.39,31.146,NA,NA,2855,NA,363734.4551292276,59041e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920.0,3,200.0,0,6,663,0,89484.0,200000,1,640.0,1,0,0,0,499,0,0,4.01,0.0,200640.0,459,200640,14,RIVALRY,ENDURING,0.0,1.0,NA,0.0,1.0,1.0,0.1276359,46472e3,0.0052216,12569e3,0.04091012011510868,8.0,NA,NA,NA,0.0,0.0,2.0,4.0,3,3.0,42.79,138.65,NA,NA,11.9,24.69,19.86,12.53,19.68,11.466,NA,NA,NA,NA,32.39,31.146,NA,NA,2855,NA,363734.4551292276,59041e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920.0,4,200.0,0,6,645,0,280031.0,2849282,1,640.0,1,1,0,0,500,0,0,4.01,0.0,200640.0,459,200640,14,RIVALRY,ENDURING,0.0,1.0,NA,0.0,1.0,1.0,0.1276359,46472e3,0.0052216,12569e3,0.04091012011510868,8.0,NA,NA,NA,0.0,0.0,2.0,4.0,3,3.0,42.79,138.65,NA,NA,11.9,24.69,19.86,12.53,19.68,11.466,NA,NA,NA,NA,32.39,31.146,NA,NA,2855,NA,363734.4551292276,59041e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926.0,6,200.0,0,3,645,0,91009.0,703378,0,640.0,1,1,0,0,550,0,0,4.01,1.0,200640.0,459,200640,14,RIVALRY,ENDURING,0.0,1.0,NA,0.0,1.0,1.0,0.0774373,45232e3,0.0078236,13415e3,0.10103141509324318,10.0,-6.0,0.0,NA,0.0,0.0,4.0,2.0,1,6.0,11.63,15.0,9.17,21.99,12.74,15.43,14.156666666666666,11.203333333333333,25.916,9.638,17.75,10.52,19.68,11.466,25.36,35.554,28.27,22.932,2855,NA,384248.17253200006,58647e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882.0,9,200.0,0,1,651,0,1021081.0,6806381,1,651.0,1,NA,0,0,261,0,0,4.01,0.0,200651.0,464,200651,1,ISOLATED,ISOLATED,NA,1.0,NA,0.0,0.0,0.0,0.2116762,35206e3,0.0040787,5669e3,0.019268580974148252,7.0,NA,NA,NA,0.0,0.0,NA,2.0,1,0.0,NA,NA,NA,NA,63.82,42.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475,NA,220730.08703800003,40875e3,NA,NA,NA,NA,1.0,0.0,1.0,NA,NA,NA,NA
1956.0,6,651.0,1,3,651,1,1.0,NA,0,200.0,0,0,0,0,675,0,0,4.01,1.0,200651.0,465,200651,5,RIVALRY,PROTO,0.0,1.0,NA,0.0,5.0,1.0,0.0052115,23532e3,0.0492237,51406e3,9.445207713710065,-7.0,10.0,0.0,NA,0.0,0.0,1.0,2.0,1,1.0,20.4,63.0,27.1,67.7,1.9,7.9,6.6,27.333333333333332,10.479999999999999,34.36,38.93333333333333,59.2,57.14,74.38,33.93333333333333,44.839999999999996,98.13333333333333,148.76,3475,614828.625,38067.25,74938e3,652895.875,0.0,orig,out,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1915.0,NA,200.0,0,2,678,0,182.0,NA,0,678.0,1,1,0,0,457,0,0,4.01,0.0,200678.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1502266,44333e3,NA,NA,NA,8.0,NA,NA,NA,NA,NA,11.0,7.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5592,NA,403479.3089145907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851.0,NA,200.0,0,2,681,0,8.0,NA,0,681.0,1,1,0,0,111,0,0,4.01,0.0,200681.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.3054942,27393e3,NA,NA,NA,3.0,NA,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115539.26895754316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899.0,1,200.0,0,2,690,0,15540.0,50000,1,690.0,1,NA,0,0,384,0,0,4.01,0.0,200690.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1686449,40774e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4639,NA,320472.38188589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862.0,NA,200.0,0,2,692,0,598.0,NA,1,692.0,1,NA,0,0,156,0,0,4.01,0.0,200692.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2505943,29245e3,NA,NA,NA,3.0,NA,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5104,NA,144961.02236658617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916.0,11,200.0,0,2,694,0,22014.0,25000,1,694.0,1,NA,0,0,460,0,0,4.01,0.0,200694.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1532101,4371e4,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,0.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5142,NA,405039.53111608763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892.0,3,200.0,0,3,696,0,92100.0,NA,1,696.0,1,NA,0,0,336,0,0,4.01,1.0,200696.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1729992,38134e3,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,0.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5484,NA,252428.62843399998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854.0,NA,200.0,0,3,698,0,73.0,350000,1,698.0,1,1,0,0,120,0,0,4.01,1.0,200698.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.336089,27658e3,NA,NA,NA,3.0,-6.0,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5840,NA,123877.11247190849,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1967.0,NA,698.0,1,3,698,1,73.0,85,0,200.0,0,0,0,0,752,0,0,4.01,1.0,200698.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,NA,NA,0.0327035,54959e3,NA,-10.0,10.0,0.0,NA,NA,NA,3.0,35.0,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5840,816047.25,2069813.736,NA,2885860.986,0.0,orig,out,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876.0,NA,200.0,0,2,700,0,NA,27270,0,700.0,1,1,0,0,227,0,0,4.01,0.0,200700.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2349572,332e5,NA,NA,NA,3.0,-6.0,0.0,NA,NA,NA,8.0,2.0,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725,NA,195989.76204600002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893.0,11,200.0,0,3,700,0,104980.0,NA,0,700.0,1,1,0,0,338,0,0,4.01,1.0,200700.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.1703931,3849e4,NA,NA,NA,7.0,-6.0,0.0,NA,NA,NA,13.0,1.0,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725,NA,252428.62843399998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842.0,8,200.0,0,3,720,0,75.0,33143,0,710.0,1,1,0,0,84,0,1,4.01,1.0,200710.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,0.2976352,27004e3,NA,NA,NA,3.0,-6.0,0.0,NA,NA,NA,NA,NA,1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8225,NA,111042.85804175375,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1860.0,10,200.0,0,3,720,0,6.0,NA,0,710.0,1,1,0,0,140,0,1,4.01,1.0,200710.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,1.0,1.0,0.2764456,28778e3,0.1742875,379382e3,0.6304585784689646,3.0,NA,0.0,NA,NA,NA,NA,NA,1,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8225,NA,140173.16708944892,40816e4,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1898.0,3,200.0,0,3,710,0,738.0,150000,0,710.0,1,1,0,0,371,0,0,4.01,1.0,200710.0,473,200710,2,ISOLATED,ISOLATED,NA,1.0,NA,0.0,1.0,1.0,0.1574313,40381e3,0.1234668,424047e3,0.7842582764672591,7.0,-6.0,0.0,NA,0.0,0.0,37.0,3.0,2,2.0,12.84,25.01,12.98,24.86,14.79,33.92,30.02,12.116666666666665,31.26,12.186,27.746666666666666,14.596666666666666,NA,15.978,42.13666666666666,43.446,42.343333333333334,31.956,8225,NA,307707.79208799993,464428e3,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1898.0,6,200.0,0,3,720,0,953.0,100000,0,710.0,1,1,0,0,373,0,0,4.01,1.0,200710.0,473,200710,2,ISOLATED,ISOLATED,NA,1.0,NA,0.0,1.0,1.0,0.1574313,40381e3,0.1234668,424047e3,0.7842582764672591,7.0,-6.0,0.0,NA,0.0,0.0,37.0,3.0,2,2.0,12.84,25.01,12.98,24.86,14.79,33.92,30.02,12.116666666666665,31.26,12.186,27.746666666666666,14.596666666666666,NA,15.978,42.13666666666666,43.446,42.343333333333334,31.956,8225,NA,307707.79208799993,464428e3,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1930.0,10,710.0,1,3,710,1,738.0,154416,0,200.0,0,0,0,0,559,0,0,4.01,1.0,200710.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,1.0,1.0,0.1258848,482917e3,0.0784137,45866e3,0.6229004613742088,-5.0,10.0,0.0,NA,0.0,0.0,1.0,2.0,1,4.0,39.92,53.71,46.92,75.2,30.58,38.2,21.18,40.04666666666667,23.432,39.562,43.736666666666665,64.8,41.252,68.848,61.22666666666667,62.994,108.53666666666666,137.696,8225,429476.57915799995,471750.464781225,528783e3,901227.0439392249,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA
1997.0,7,710.0,1,3,720,1,1084.0,6700000,1,200.0,0,0,0,0,871,0,0,4.01,1.0,200710.0,NA,NA,NA,NA,NA,0.5,0.0,NA,0.0,1.0,1.0,0.1420133,1243738e3,0.0236465,582e5,0.16650905232115584,-7.0,10.0,0.0,NA,0.0,0.0,0.0,0.0,1,5.0,4089.52,1977.21,3443.38,1891.75,4905.28,1953.25,11944.970000000001,5477.0633333333335,14468.322,6215.524,3011.73,1877.8233333333333,2540.6440000000002,1662.116,17422.033333333333,20683.846,4889.553333333333,3324.232,8225,1671141.5,4693969.0,1301938e3,6365110.5,0.0,wto,out,0.0,0.0,0.0,0.0,0.0,0.0,0.0
